"stock","ridge","lasso","en1","en2","adlasso","ridge_dcsis","lasso_dcsis","en1_dcsis","en2_dcsis","adlasso_dcsis"
"MICROSOFT",0.046407131462273,0.0553944484043608,0.0553788481218872,0.0553771878718339,0.0547774984680831,0.0399211373382048,0.0488697165902316,0.0478442777380795,0.0474611005840138,0.0522597416195748
"APPLE",0.048911142556929,0.0559237259346324,0.0559183567186078,0.0559296469231091,0.0563260114474076,0.031694480514144,0.0381226062050973,0.0374247055206878,0.0371444182477879,0.0372651968991191
"NVIDIA",0.0128744189119768,0.0147187857458345,0.0147079028831945,0.0147159461470082,0.0150867454371788,0.00779890656410146,0.00730579023109947,0.00718860399307428,0.00713672128054721,0.00973674801570321
"AMAZON.COM",0.0329569204962157,0.0372002895423855,0.0371867702985804,0.0371961609643467,0.0372239465635968,0.0271052168318707,0.0297146654168783,0.0295191652400332,0.0294591528158897,0.0317406284963254
"META PLATFORMS A",0.0172928255769665,0.0184207727184981,0.0184195095920678,0.0184146143597515,0.0187580259648786,0.0165108085280277,0.017193661312881,0.0171244195791973,0.0171047440750769,0.0175728906123082
"ALPHABET A",0.0183535203827681,0.0328621600873205,0.0328558317688587,0.0328496376295847,0.0327356559244739,NA,NA,NA,NA,NA
"ELI LILLY",0.0141668320474345,0.0144277145950173,0.0144221777014615,0.0144241505025898,0.0142223719936097,NA,NA,NA,NA,NA
"TESLA",0.00645475514225859,0.00653092350141204,0.00652805459380124,0.0065286314574912,0.00667592468078639,0.000745822950558873,0,0,0,0
"BROADCOM",0.009268258062097,0.00933654765224101,0.00933267574839193,0.00933876547452179,0.0103219914970835,0.00573901477568621,0.0042719679891894,0.00428878109464932,0.00428087934865274,0.00596799059347953
"JP MORGAN CHASE & CO.",0.0141305373144114,0.0197940338167161,0.0197423198367923,0.0197305886101066,0.0198757343059429,NA,NA,NA,NA,NA
"WALMART",0.00416835728064016,0.00255100088327422,0.00254894610401727,0.0025484909135803,0.00231465323286484,0.0160526464996842,0.0138458108839094,0.0138753368935522,0.0138561362456813,0.0165531738862787
"VISA 'A'",0.00965636736618713,0.0107851246289282,0.0107678720435393,0.0107914531577723,0.0121332463757136,0.01482558059493,0.0197317035507857,0.0193467804099691,0.019327342630312,0.0170133247021296
"EXXON MOBIL",0.0137893834398908,0.018698018474106,0.0186806196583726,0.0186701922454473,0.0209541113413213,0.0196560684688923,0.029282576463873,0.0288442027705997,0.0287136984710542,0.0273845059479991
"MASTERCARD",0.00689919055011595,0.00542457415124128,0.00543267693605917,0.00539551550219879,0.00492694255766448,NA,NA,NA,NA,NA
"UNITEDHEALTH GROUP",0.0126757174584483,0.0130971846303576,0.0131010137580858,0.0130905038648211,0.0130125771784816,NA,NA,NA,NA,NA
"PROCTER & GAMBLE",0.00356597665536506,0.00329545503861132,0.00330860802801886,0.00331563357572051,0.00286723035035976,NA,NA,NA,NA,NA
"JOHNSON & JOHNSON",0.0109418354886089,0.0113441240846867,0.0113449187544896,0.0113521991387299,0.0130501504834785,0.0235390866981557,0.022613450771789,0.0224552121969197,0.0223997274665052,0.0257047380934109
"HOME DEPOT",0.000973652624229871,0,0,0,0,NA,NA,NA,NA,NA
"ADVANCED MICRO DEVICES",0.00104216287060127,0.000261068852666845,0.000262739706711976,0.000257593900869832,0,0.000208980782691432,5.88452506711357e-05,7.11514419662624e-05,0.000100864484544919,0
"COSTCO WHOLESALE",0.0168731842840085,0.0177607452889698,0.0177628546737394,0.0177600508756063,0.01916835019381,NA,NA,NA,NA,NA
"MERCK & COMPANY",0.00381800344876062,0.00314907498877701,0.00314910841685082,0.00315201738145864,0.00263247189961745,0.0066978144867095,0.0108477420073407,0.0107461811225204,0.0107152021229015,0.00741526452268572
"ORACLE",0.0077078083606779,0.00773112052277913,0.00773092530718516,0.00772878889672135,0.00851564983516954,NA,NA,NA,NA,NA
"ABBVIE",0.00347773415860967,0.00424828182519878,0.00424380022982629,0.00424728661914988,0.00429913866053652,0.0117804893983828,0.010468158074336,0.01052774961976,0.0105052437709494,0.0129053331848461
"SALESFORCE",0.00295312301942654,0.00113330707989422,0.00114132231842155,0.00113687597408566,0.000751251156198117,0.00556313387176436,0.00383057498122527,0.00408090550676988,0.00418571364863596,0.00438643181451929
"BANK OF AMERICA",0.00685138407836038,0.0067565720393915,0.00676960748702296,0.00678049865297252,0.00944829413320229,0.0114254766134857,0.0136605671361417,0.0133509402558233,0.0132543419742644,0.0144021758666347
"CHEVRON",0.00143416035273803,0,0,0,0,NA,NA,NA,NA,NA
"COCA COLA",0.00761958361542835,0.00884251112108624,0.00884442864671424,0.00883873347675803,0.0114165370097418,0.0122633079689682,0.0152689646712723,0.0152769434693096,0.015185902277365,0.0137954180023678
"NETFLIX",0.0026446684095225,0.001072836874406,0.00107641082485878,0.00108051001222483,3.76340647139983e-05,0.00661525030695058,0.00505398429938081,0.00526356778174573,0.0053189370399693,0.00606141062496939
"ADOBE (NAS)",0.00803080338878992,0.00677575968672732,0.0067762485585244,0.00676710035653477,0.00677042596323228,0.00537446335460301,0,0,0,0.00190476662788525
"ACCENTURE CLASS A",0.0139827706016714,0.015604242977698,0.0156031533974857,0.0155647042742196,0.0171632575529825,0.0165283129992085,0.0208254906800165,0.0206240899635023,0.0207338376137768,0.0181569957887445
"CISCO SYSTEMS",0.00260599341130241,0.000682333207307915,0.000689547881611683,0.000681181934038413,0,NA,NA,NA,NA,NA
"PEPSICO",0.00523672069863101,0.00188162368138632,0.00189061749881933,0.00188758564446305,0.000974801048271184,0.0152347833151753,0.0118721288625022,0.0119271918980441,0.0121041520167133,0.0125899523711061
"LINDE (NYS)",0.0106116239383455,0.0115999385159754,0.011590275101445,0.0115832687648426,0.0121964921644628,0.0127279879781029,0.01014968508025,0.0100364949250399,0.0100584965270538,0.0138191730489311
"THERMO FISHER SCIENTIFIC",0.00951096112253823,0.0125849142563836,0.0125867449812709,0.0125736150477244,0.0146872355709754,0,0,0,0,0
"ABBOTT LABORATORIES",0,0,0,0,0,NA,NA,NA,NA,NA
"MCDONALDS",0.00518098569188071,0.00458086213827453,0.00457632652207731,0.00457290239598365,0.00368150977689923,NA,NA,NA,NA,NA
"WELLS FARGO & CO",0.00345860594107622,0.00330285974938735,0.0032950756692274,0.00329173890856568,0.00349126487564935,0.00816609405621442,0.00308230319915264,0.00312311548287004,0.00323698549665926,0.00648004063882597
"INTEL",0.00332769716479445,0.00223696709489169,0.00223680216327924,0.00223157317575714,0.001825211008396,NA,NA,NA,NA,NA
"WALT DISNEY",0.00916137442836472,0.00988509139454847,0.00987923729511892,0.00987739391594365,0.0111228675584067,0.0149616707427536,0.0168137563486258,0.0166430243401751,0.0165875494693623,0.0172452351365027
"INTERNATIONAL BUS.MCHS.",0.0033627172318764,0.00296169696506739,0.00295750684795639,0.00295955956940099,0.00263253793305126,NA,NA,NA,NA,NA
"T-MOBILE US",0,0,0,0,0,NA,NA,NA,NA,NA
"GENERAL ELECTRIC",0.000435155452808733,0,0,0,0,0.00223363076525919,0.00115994238269211,0.00121494750915507,0.00124035449873932,0.000870273486314625
"QUALCOMM",0.00702963621418302,0.0066581219007379,0.00665488747556469,0.00665082228719542,0.00671288292804108,0.00259179576621288,0.00161476210663486,0.00173298390952247,0.00178778163780682,0.000411942786086121
"DANAHER",0.00110094474472913,0,0,0,0,0.00569860758193959,0.00910019334534321,0.00876780565855836,0.0085949528270113,0.00632776980325032
"INTUIT",0.0118908280843101,0.0140079083195749,0.0140047095595588,0.0139979321400938,0.0159606734004002,0.00519906167918494,0.0110110749679024,0.0108559126344,0.0106113249587823,0.00656948747119897
"APPLIED MATS.",0,0,0,0,0,0.00474105253866279,0.00318269467161268,0.00312075420428496,0.00314205699983178,0.00524434777556577
"CATERPILLAR",0.000473384769855746,0,0,0,0,NA,NA,NA,NA,NA
"VERIZON COMMUNICATIONS",0.0163531468984478,0.018199691182933,0.0181885646513481,0.0181945472586849,0.0190732802872111,0.014420863533129,0.0127156679535376,0.012780506850665,0.0128154611341247,0.0145384059229413
"AMERICAN EXPRESS",0.00350964198039539,0.00218807759784353,0.00220202272714446,0.00220710302666181,0.00162981504026738,NA,NA,NA,NA,NA
"PFIZER",0.0053574253792793,0.00497470648601401,0.00497143145462832,0.00497773060145209,0.00491444829188201,0.0103006546497139,0.00881909339274928,0.00900271873646159,0.009044037135892,0.00930324198759598
"S&P GLOBAL",0,0,0,0,0,NA,NA,NA,NA,NA
"COMCAST A",0.00961660968528059,0.0103217449049415,0.0103238817126865,0.0103219220656264,0.0110777186053246,0.00706790184525951,0.00368898397464831,0.0038692146270134,0.00396091770862982,0.00659486679094672
"TEXAS INSTRUMENTS",0.000872459954340147,0,0,0,0,0.0032907260830597,0.00806969684210718,0.00806598745249733,0.00803102316352127,0.00157295911434659
"AMGEN",0.00513734048328677,0.00515163952937801,0.00515918704375326,0.00515474387756925,0.00586564059391431,0.00717163788164557,0.00816203811553223,0.00811217327459503,0.00818296044363031,0.00745977153692777
"CITIGROUP",0,0,0,0,0,0.0136462930964802,0.0160496938475104,0.0157241123999286,0.0156284336075706,0.0181431446910425
"MORGAN STANLEY",0.00407638325374547,0.00204027849602379,0.00207607034401965,0.00208139025696865,0.00154071591178778,0.00564907234374557,0.00345104252325824,0.00465443976187626,0.00487780190285682,8.2041278369248e-05
"NIKE 'B'",0.0033921815271742,0.00245318541918732,0.00245999289342831,0.00246004589011457,0.00256854794318331,0.00293782524734421,0.00389702814215315,0.00394937044003792,0.00395173932915951,0.00273491747093051
"UNION PACIFIC",0,0,0,0,0,0.00527644656807498,0.00401074203378985,0.00441485795871312,0.00451115263041027,0.00398311156111264
"PARKER-HANNIFIN",0.00419866642718302,0.00462383592177401,0.00464266700330543,0.00465285591874189,0.004393717758987,0.00554158559545514,0.00646051593168679,0.00659704609463558,0.00653142285516845,0.00817945287887405
"SERVICENOW",0.000228502169529386,0,0,0,0,0.000275506984506868,0,0,0,0
"GOLDMAN SACHS GP.",0.00138882896554856,0,0,0,0,NA,NA,NA,NA,NA
"PHILIP MORRIS INTL.",0.00031623883896597,0.000660362959925752,0.000659177636238043,0.000666118355354009,0,0.00754564089937779,0.00322188284409364,0.00328651078848954,0.00331116018588504,0.0065086714915847
"BOEING",0,0,0,0,0,NA,NA,NA,NA,NA
"CONOCOPHILLIPS",0.00386530472709176,0.00438158153548155,0.00438630142295401,0.00439722432023651,0.00385919187434731,0.00340976003599573,0.00181383990665642,0.00207824822465904,0.00210599249174899,0.00263719966706116
"HONEYWELL INTL.",0.00512673350579644,0.00597123825192001,0.00599687578046488,0.00602357094538736,0.00707134102735558,0.0128241136188865,0.021905711182849,0.021367894518102,0.0212492574767396,0.0208250017636432
"LOWE'S COMPANIES",0.00358650546197599,0.003624669435784,0.00363467864765165,0.00364642425446839,0.00436248358352791,NA,NA,NA,NA,NA
"AT&T",0,0,0,0,0,0.0123249084874539,0.0115675974345518,0.0115032083252887,0.0114862877851436,0.0141897891457546
"INTUITIVE SURGICAL",0.0022241519666333,8.99114062218343e-05,0.000105696129099164,0.00011143508367388,0,0.00143492729629252,0.00121779186254901,0.00160837739772975,0.0017825455081269,0
"STRYKER",0.00147985264952978,0.000991000733669108,0.0010071692012355,0.000999142115560743,0,NA,NA,NA,NA,NA
"PROLOGIS REIT",0.0022226805374204,0.00252407449577809,0.00253700646453364,0.00253506668371208,0.00258907650064569,0.000817995464034968,0.003079820237991,0.0030917766921255,0.00311924803667304,0
"BLACKROCK",0.00611771520864208,0.00514537671475027,0.00515363151364964,0.00512238063638172,0.00458209072588208,0.00653615756503807,0.00470139861683745,0.0052576783048315,0.00558547960343272,0.00643763875300412
"BOOKING HOLDINGS",0.00352579603424433,0.00309603918510329,0.0031012823442136,0.00309973046439793,0.00303737842939415,0.00427051849146085,0.00428495594523495,0.00432107833982878,0.0043997900558724,0.00523362045449924
"EATON",0.00687922238667804,0.00815201120038933,0.00814000675458158,0.00813503250050002,0.00969249631500683,0.000870953786857559,0,0,0,0
"LAM RESEARCH",0.000101658673947736,0,0,0,0,0.000797908937375873,0,0,0,0
"RTX",0.000159738751533579,0,0,0,0,NA,NA,NA,NA,NA
"BRISTOL MYERS SQUIBB",0.00147665053396841,0.00157833185319295,0.00156756167911794,0.00156185452835927,0,0.00524985293666051,0.00386861705077852,0.00395929004152883,0.00399047676544026,0.00392278079817519
"CHARLES SCHWAB",0.00273513660315904,0.00366386752297987,0.00364117722490017,0.00364887709238335,0.00326843595240381,NA,NA,NA,NA,NA
"NEXTERA ENERGY",0.00493743226478984,0.00513964069606325,0.00513358989539725,0.00511128838752853,0.00620563934247425,NA,NA,NA,NA,NA
"ELEVANCE HEALTH",0,0,0,0,0,NA,NA,NA,NA,NA
"LOCKHEED MARTIN",0.000904554800789048,0,0,0,0,0.0090778822541656,0.00636511811433659,0.00638027316190968,0.00646592995716157,0.0105340037124837
"MEDTRONIC",0.00120017733004291,0.00154342030442752,0.00153605860672104,0.00153715337996584,0,0.00967020665493133,0.00753342471715992,0.0075648949167982,0.00757822749681466,0.00983859026221292
"MICRON TECHNOLOGY",0,0,0,0,0,NA,0.00233196698161979,0.002360429838781,0.00235516983178735,NA
"PROGRESSIVE OHIO",0,0,0,0,0,NA,NA,NA,NA,NA
"STARBUCKS",0.00297036346395497,0.00272157751630439,0.0027188180928709,0.00271118159891886,0.00275113275712883,0.0071244307021203,0.00404225686951368,0.00413228107284169,0.00421161274165051,0.00678993486516901
"DEERE",0.00386880566427906,0.00411116689370837,0.00410658563492599,0.00409921330971259,0.00437577302147215,0.00677844204279556,0.00669845526882284,0.00662848245440166,0.00667940345820823,0.00644006579464674
"UNITED PARCEL SER.'B'",0.00546704529048166,0.00459903025046732,0.00460381527483488,0.00459924514371906,0.00524735051269933,0.00683758440134075,0.00876237322149234,0.00848638860799093,0.00827257198809562,0.00895194281850788
"MARSH & MCLENNAN",0.00789625645307827,0.00981515726227337,0.00981659777713843,0.00981396494533245,0.0116342420742766,NA,NA,NA,NA,NA
"TJX",0.00507928753830021,0.00575645050612781,0.00575282284416149,0.0057615574489076,0.00690174489410198,0.00596062957608711,0.007555205872449,0.0076410818449879,0.00766731214908974,0.00776206278943607
"VERTEX PHARMS.",0,0,0,0,0,NA,NA,NA,NA,NA
"AMERICAN TOWER",0.000916366742662651,0.000591853763443149,0.00059868394699563,0.000612202714496709,0,0.00464942556555557,0.00191809350177479,0.00188986315942456,0.00186441770290938,0.00432513010293831
"ANALOG DEVICES",0.00331324185118827,0.00240114883386632,0.00241518892860027,0.00242144171292269,0.00138725086734872,NA,NA,NA,NA,NA
"CHUBB",0.000889965551069993,0.000356366934643259,0.000355020839474438,0.000377272007254881,0,NA,NA,NA,NA,NA
"CIGNA",0.00101071049189743,0,0,0,0,NA,NA,NA,NA,NA
"CVS HEALTH",0.0048272497906084,0.00466695019757438,0.00466866742362198,0.00467159073425124,0.00493001652489532,NA,NA,NA,NA,NA
"MONDELEZ INTERNATIONAL CL.A",0,0,0,0,0,NA,NA,NA,NA,NA
"PALO ALTO NETWORKS",0.0018322784125191,0.0014667749697144,0.00146742957215729,0.00146828490572596,0.000606278828315209,NA,NA,NA,NA,NA
"REGENERON PHARMS.",0.00508889446107748,0.00502135587433765,0.0050174503946363,0.00501347806654304,0.00604835034699494,0.00281464410345819,0.00292552504160284,0.00279689510863607,0.00275007000356861,0.00415265129125831
"AUTOMATIC DATA PROC.",0,0,0,0,0,0.00805308557428616,0.00574357164793084,0.00591018596059275,0.00595480371520871,0.0104017745316723
"BOSTON SCIENTIFIC",0,0,0,0,0,NA,NA,NA,NA,NA
"EQUINIX REIT",0.00030272821814747,5.16433717248505e-05,5.68800276282736e-05,5.86501936281188e-05,0,0.00157589580253204,0,0,0,0.000650162649938832
"KLA",0.00568383751811827,0.00612934314560232,0.00613032263536105,0.00612426032795851,0.00618055727533964,0.0045623734582438,0.00260925350126779,0.00273452989035615,0.0027164663039788,0.00451713190600772
"SYNOPSYS",0.00847740301499809,0.00814654697384323,0.00814128349205086,0.00813203360309465,0.00841409884669858,0.00314096944126736,0.0013579232448902,0.0019090173271873,0.00191645911766635,0.00153201788935002
"ARISTA NETWORKS",0,0,0,0,0,0.00298613961104326,0.00280020069721454,0.00270109273571605,0.00264164707074138,0.00363799094467805
"CADENCE DESIGN SYS.",0,0,0,0,0,0.00159550553415878,0.00231973143362991,0.00213955456065785,0.00221566234926232,0
"FISERV",0.00083225205105082,0.000293583651875147,0.000300120348432026,0.000307690524178513,0,0.00293319189674603,0.00503497377405485,0.00513121169077758,0.00524753975880284,0.00270874971898953
"GILEAD SCIENCES",0.00200533343393465,0.00211440553222696,0.00211001225755101,0.00210956269247939,0.00100423379430946,0.00655600656813188,0.00984738394187839,0.00982160426459545,0.00979066167256878,0.00583359717406062
"BLACKSTONE",0.00202654079212288,0.00171384326851119,0.00171582594475065,0.00171937057077837,0.00160752164751537,NA,NA,NA,NA,NA
"HCA HEALTHCARE",0,0,0,0,0,0.00396754221892198,0.00419569757877463,0.00412478205616208,0.00412514451835409,0.00485773546186353
"SHERWIN-WILLIAMS",0.000276063848961524,0.00048225627245346,0.00048567260125136,0.000487656904590618,0,NA,NA,NA,NA,NA
"CME GROUP",0,0,0,0,0,0.00747851112968457,0.00425975154526039,0.00411371297732776,0.00403572267558344,0.00956519911750745
"GENERAL DYNAMICS",0.00537155709435522,0.00711766081123212,0.0071123237877226,0.00711239266756898,0.00848489892112674,NA,NA,NA,NA,NA
"TARGET",0.00117804789884589,0.00121046154371134,0.00121565735376776,0.00121551545300163,0,NA,NA,NA,NA,NA
"WASTE MANAGEMENT",0,0,0,0,0,0,0,0,0,0
"ZOETIS A",0.00195790700635928,0.000910677239907423,0.00091880887321191,0.000915415163616086,0,NA,NA,NA,NA,NA
"ALTRIA GROUP",0.00634453584503819,0.00597559542271973,0.00597154330615947,0.00597244364407756,0.00659347710323202,NA,NA,NA,NA,NA
"COLGATE-PALM.",0.000291092534454364,0.000309062120541215,0.000311263454959338,0.000320003224955946,0,NA,NA,NA,NA,NA
"DUKE ENERGY",0,0,0,0,0,0.00130066395501175,0,0,0,0
"ILLINOIS TOOL WORKS",0,0,0,0,0,NA,NA,NA,NA,NA
"INTERCONTINENTAL EX.",0.00360170146415917,0.00332174842462034,0.00331166552088833,0.00331131250967969,0.00357106814958208,0.00218789768396495,0,0,0,0
"MARRIOTT INTL.'A'",0,0,0,0,0,0,0,0,0,0
"MOODY'S",0,0,0,0,0,NA,NA,NA,NA,NA
"NORTHROP GRUMMAN",0,0,0,0,0,0.00488063334115696,0.00577636286629518,0.00586252545412975,0.00578463123330561,0.00407483112508732
"PAYPAL HOLDINGS",0.0030194396340433,0.00233702715237792,0.00233694422288571,0.00234187404387946,0.00245247411420451,NA,NA,NA,NA,NA
"SCHLUMBERGER",0,0,0,0,0,0,0,0,0,0
"3M",0,0,0,0,0,NA,NA,NA,NA,NA
"CHIPOTLE MEXN.GRILL",0,0,0,0,0,0,0,0,0,0
"CSX",0.000469258478920235,0,0,0,0,NA,NA,NA,NA,NA
"SOUTHERN",0,0,0,0,0,0,0,0,0,0
"US BANCORP",0,0,0,0,0,0.00609027504183831,0.00950820672681569,0.00957962568036581,0.00960519061571121,0.0071655961441057
"AMPHENOL 'A'",0.00248170835632769,0.0017527902885585,0.00176248298658205,0.00171853168604915,0.000776345409021087,0.000869711852931809,0.000826732673529962,0.0011467095210392,0.00127369462849323,0
"AON CLASS A",0.0032180018111405,0.00218291009148858,0.00216999797719511,0.00216288318219079,0.000406041151403052,0.00352807777268566,0,0,0,0.000276687554802555
"BECTON DICKINSON",0,0,0,0,0,0.00444802272542165,0.00814688420578106,0.00826737158718412,0.00835041676367499,0.00371072461062646
"ECOLAB",0,0,0,0,0,NA,NA,NA,NA,NA
"EOG RES.",0.0011809946172712,1.6053318656375e-05,1.54113839400493e-05,2.05138907733307e-05,0,0.00344272846877723,0.00248063341209004,0.00247186907247825,0.0024918120071803,0.00423739134820866
"FEDEX",0,0,0,0,0,NA,0.00239811888210795,0.00253755488307331,0.0026682567512146,NA
"MARATHON PETROLEUM",0,0,0,0,0,NA,NA,NA,NA,NA
"MCKESSON",0.00274211407708784,0.00231002956221396,0.0023036100463947,0.00229650971451727,0.00234779457077122,NA,NA,NA,NA,NA
"NXP SEMICONDUCTORS",0.00714611655294057,0.00896803009636436,0.00895817274096082,0.00894978902109299,0.0107628019699045,0.00272449133614267,0.0018990749692973,0.0017812414218662,0.00173315596668362,0.00420095868762328
"PHILLIPS 66",0,0,0,0,0,0.00318137416899465,0.000770771394977616,0.000973296643313657,0.0011696923489182,0.000379309849066836
"TRANSDIGM GROUP",0,0,0,0,0,0.000933951331281707,0.00145982756830783,0.00143621940859954,0.00144110714139329,0
"AUTODESK",0.0012928492493253,0.00105859020024009,0.00106005388451909,0.00106199483108472,0,0.00364569178560605,0.00295343077328539,0.00289682491917948,0.00293436467469097,0.00507445324156769
"CINTAS",0.00257081918529613,0.000609307680986423,0.000623967376158127,0.000641028433409847,0,0.00149858803507443,0.00236238256560165,0.00237993265016711,0.00234506692617468,0
"EMERSON ELECTRIC",0,0,0,0,0,NA,NA,NA,NA,NA
"FORD MOTOR",0.00432926882232144,0.00468677525017717,0.00468970037612512,0.00469342710853136,0.00529535356549279,NA,NA,NA,NA,NA
"GENERAL MOTORS",0,0,0,0,0,NA,NA,NA,NA,NA
"MONSTER BEVERAGE",0.0034300144860446,0.00344593810339388,0.00345396851543701,0.00345869714933098,0.00368492303655478,NA,NA,NA,NA,NA
"O REILLY AUTOMOTIVE",0.00139766486311048,0.000482278669582905,0.000482644312761051,0.000485849887262669,0,NA,NA,NA,NA,NA
"OCCIDENTAL PTL.",0.00178218005841968,0.00162383445915003,0.00161884511795768,0.00161474653463715,0.00044783747766168,0.00229380900328619,7.30756342909239e-05,0.000149202598820762,0.000213519014233753,0.00177130811842122
"PACCAR",0.00470919281399363,0.00501570071221006,0.00500982179953623,0.00500784959042686,0.00534900325903504,NA,NA,NA,NA,NA
"PIONEER NTRL.RES.",0.000476550807165869,0,0,0,0,0.00353332043691632,0.00400510611288637,0.00412665759239746,0.00416362488936646,0.00295271003753365
"PNC FINL.SVS.GP.",0.00268391420983158,0.00179379131823937,0.00179857668088685,0.00179161162474563,5.41814568613948e-05,0.0031554973345636,0,0,0,0.000704962823911653
"TRANE TECHNOLOGIES",0.00125990431870968,0.000280072153819368,0.000278348722540898,0.000279427733654572,0,0.00655335040582149,0.0089487914543095,0.00904062271834357,0.00901716521141673,0.0070573363806941
"AIR PRDS.& CHEMS.",0,0,0,0,0,0,0.000324247907978364,0.000628915256996151,0.000700587886960771,0
"CAPITAL ONE FINL.",0,0,0,0,0,0.00718113342215823,0.00587687126665026,0.00605234459451784,0.00615412502879909,0.00817536636325087
"EDWARDS LIFESCIENCES",0.00381956842226649,0.00441392490887898,0.00441832724255123,0.00441602502375201,0.00558127412455195,NA,NA,NA,NA,NA
"FREEPORT-MCMORAN",0.00277448031062185,0.00262100995443148,0.00262157129963026,0.00262258051245946,0.0026281484588275,0.00204362900693131,0.0030814485272733,0.00299259756494375,0.00300344303380179,0.00141396684108103
"LOEWS",0,0,0,0,0,NA,NA,NA,NA,NA
"LULULEMON ATHLETICA",0,0,0,0,0,0.000654957552923339,0,0,0,0
"MOTOROLA SOLUTIONS",0,0,0,0,0,0.00262461261142905,0.00262849874502557,0.00265880186017475,0.00266650875947417,0.00118882466194632
"MSCI",0.00136510281414962,0,0,0,0,0.000407452455287946,0.00177449413463235,0.00173386890488514,0.00165233010705777,0
"NASDAQ",0.00732254446239168,0.00702102775515963,0.00703234606996865,0.00703619715028758,0.0080507954316491,0.00623955314074607,0.00789828977441328,0.00794511353094181,0.00794351500539756,0.00594926853653316
"NORFOLK SOUTHERN",0,0,0,0,0,0.00832601830366808,0.00824074954577405,0.00783078026715338,0.00772134923533047,0.0110997139978124
"PRUDENTIAL FINL.",0.000502849302729723,0,0,0,0,NA,NA,NA,NA,NA
"REPUBLIC SVS.'A'",0.00632515865021546,0.00658607137796628,0.00656828191433823,0.00656233252745074,0.0067415169008193,0,0,0,0,0
"ROPER TECHNOLOGIES",0,0,0,0,0,0,0,0,0,0
"AFLAC",0,0,0,0,0,0,0,0,0,0
"AGILENT TECHS.",0,0,0,0,0,NA,NA,NA,NA,NA
"AMERICAN INTL.GP.",0,0,0,0,0,0.00144835384300457,0,0,0,0
"ARTHUR J GALLAGHER",0.00376210023694413,0.00326337279457218,0.00326865620049653,0.00327250657829065,0.00292036893196687,NA,NA,NA,NA,NA
"AUTOZONE",0.00538468914498691,0.00582180650046039,0.00581068393565528,0.00581175794432722,0.00581758901101913,0.00529045507253777,0.00419895202821905,0.00423891146225487,0.00422431038110414,0.00585754061199022
"COPART",0,0,0,0,0,NA,NA,NA,NA,NA
"D R HORTON",0,0,0,0,0,NA,NA,NA,NA,NA
"DEXCOM",0.00128758404155041,0.00140612998824708,0.00140166220263704,0.00140166067800049,0.000129726248612272,0,0,0,0,0
"FORTINET",0,0,0,0,0,0.00168537780002691,0.00260496186662096,0.00265655590027012,0.00272341637797846,0
"HILTON WORLDWIDE HDG.",0,0,0,0,0,0.000563572120408174,0.00161170637871746,0.00157789288708399,0.00161470556898178,0
"METLIFE",0.00451016458774186,0.0047591725151048,0.0047446040962337,0.00474194952910885,0.0043908785428607,0.00570189181501256,0.00436444335535547,0.00429055979393351,0.00433578136123055,0.00855310108659878
"MICROCHIP TECH.",5.41489320006028e-05,0,0,0,0,NA,NA,NA,NA,NA
"PUBLIC STORAGE",0,0,0,0,0,NA,NA,NA,NA,NA
"SEMPRA",0.00113486091655579,0.000621360933042787,0.000611500641638263,0.000606846678563903,0,NA,NA,NA,NA,NA
"TRUIST FINANCIAL",0,0,0,0,0,0.00140270516719326,0,0,0,0
"VALERO ENERGY",0,0,0,0,0,NA,NA,NA,NA,NA
"WELLTOWER",0,0,0,0,0,0.000140396679999882,0,0,0,0
"ALLSTATE ORD SHS",0,0,0,0,0,NA,NA,NA,NA,NA
"ARCHER DANIELS MIDLAND",0.00364191540283186,0.00251041630149957,0.0025165090435078,0.00251542128357973,0.00294062360045533,0.00339281109824781,0.00355100417060409,0.0035288638405662,0.00355540506031568,0.00538070909950779
"BANK OF NEW YORK MELLON",0.00466947088184347,0.00470202240615888,0.0046918554641909,0.00469388267481147,0.00572485349760517,NA,NA,NA,NA,NA
"CENCORA",0.00255442310260282,0.00311313744759135,0.00311289402396549,0.00311680968839938,0.00355350970238865,NA,NA,NA,NA,NA
"CONSTELLATION BRANDS 'A'",0,0,0,0,0,NA,NA,NA,NA,NA
"CROWN CASTLE",0.0022953844450936,0.00165412761419155,0.0016560768314781,0.00163240938103997,0.0035152320380327,NA,NA,NA,NA,NA
"DIGITAL REALTY TST.",0.00207009125179744,0.0014837144932276,0.00147629988109076,0.00147866831708786,0.00158405283612179,0.00476830164823891,0.00567376630307713,0.00570139921287889,0.00571013036410016,0.00524867660333381
"IDEXX LABORATORIES",0.00438581194560833,0.00414849913835627,0.00414294319202687,0.0041353918744786,0.00501000906789694,0.00448811529286903,0.00216099176916383,0.00211019415684279,0.00210574550437397,0.00223317209578843
"IQVIA HOLDINGS",0.00328749852728955,0.00351274052415955,0.00351279642121508,0.00351743095694509,0.00364767128913634,0.00596970522423752,0.00369960471594668,0.00374958706802281,0.00377121577615441,0.00682988132252906
"MONOLITHIC PWR.SYS.",0.0018023294507794,0.000598568002183452,0.000604439455309806,0.000614159800725818,0,NA,NA,NA,NA,NA
"NEWMONT",0,0,0,0,0,0.00379110446727829,0.000880841176669368,0.000723644006222806,0.000618238985603939,0.0054420225755172
"NUCOR",0,0,0,0,0,0.00340775749317843,0.000421352571086812,0.000584735787485513,0.0005936365733583,0.00152107138729224
