"date","S&P 500","ridge","lasso","en1","en2","adlasso","ridge_dcsis","lasso_dcsis","en1_dcsis","en2_dcsis","adlasso_dcsis","Rf"
2017-01-04,0.00572227378852586,0.00611162223572981,0.00582480163407695,0.00582584110360274,0.00582732400839614,0.00565839510186072,0.00680742115025046,0.00646198520126195,0.00644469149406901,0.00644171396846538,0.00648972518148883,2.05816669078818e-05
2017-01-05,-0.000770670483321134,0.000358460606629585,0.000189194851759167,0.000189159813974493,0.000189902091518812,0.000297701673446227,-0.000607943367025188,-0.000677532119501723,-0.000697201342534703,-0.000709216096804632,-0.000468352944891004,2.01868666431793e-05
2017-01-06,0.00351695921937067,0.00537355709214915,0.00536680393381239,0.00536789944056704,0.00536971059161329,0.00522577911146627,0.00416631480987895,0.00463744647011621,0.00463715256249975,0.00464287416363596,0.00390004892222562,2.05816669078818e-05
2017-01-09,-0.00354859427588727,-0.00274836402087797,-0.00255800535315698,-0.00255943178993034,-0.00256098372000535,-0.00254147307122687,-0.00332909088805877,-0.00364016213633522,-0.0036348104545193,-0.00362450947426207,-0.00324031519950962,1.9792027252663e-05
2017-01-10,0,0.000918218859708109,0.000992339141911769,0.000991658258832961,0.000991012253021006,0.000980804040902505,-4.09044016205229e-05,-0.00077047131615382,-0.000730830537410632,-0.000711320986518826,-0.000364460235733888,2.01868666431793e-05
2017-01-11,0.00282963827932381,0.00281044168790578,0.00270036634389559,0.00270230344110689,0.00270334403561234,0.00245378919766348,0.00218164526453068,0.00278096447010712,0.00281866177761336,0.00283618979781042,0.00185819498804252,2.01868666431793e-05
2017-01-12,-0.00214480899675973,-0.00156197983252526,-0.00147910386202754,-0.00147911182295934,-0.00147843514263579,-0.0014820983502315,-0.00275308686526188,-0.00279520582957493,-0.00278934504873474,-0.00279387111579266,-0.00271970771082863,2.01868666431793e-05
2017-01-13,0.00184984024253576,0.00302133171969565,0.00307306174441835,0.00307300843720726,0.0030728455154807,0.00300047206537424,0.00272410073942231,0.00255377210691532,0.00256020762017339,0.00256632884358043,0.0026375500215432,2.05816669078818e-05
2017-01-17,-0.00296750268999646,-0.0046987134572426,-0.00462638436657892,-0.00462782025187369,-0.00462680194879073,-0.00473264547556229,-0.00462126919304828,-0.00473037844634505,-0.00474410274983827,-0.00475224059000556,-0.0045720275780663,2.1371150091376e-05
2017-01-18,0.00176375405750062,0.00221727296352237,0.00204650112074534,0.00204709150885996,0.00204782739535081,0.00206175533802178,0.00254205979826172,0.00207965262658893,0.00210836706133599,0.00211684189116612,0.00204428718270599,2.05816669078818e-05
2017-01-19,-0.00360930835541917,-0.00288486703655055,-0.00302448965341173,-0.00302354986446995,-0.00302293404414866,-0.00282637156535637,-0.00336516540955756,-0.00345298978877429,-0.00346585404374877,-0.00346652885753385,-0.00324800803594383,2.01868666431793e-05
2017-01-20,0.0033662371547083,0.0033651942197015,0.00335448960676699,0.00335571908757348,0.00335515889871041,0.00351149667811557,0.00357651192679143,0.00344006105425376,0.00347437627805669,0.00348563139765545,0.00366527394094751,1.93971487285616e-05
2017-01-23,-0.00269012475806996,-0.00224746969394274,-0.00226197750327051,-0.00226162061510626,-0.00226041272397381,-0.00232937107335485,-0.00209761794149699,-0.00168245757812779,-0.00172584934711717,-0.00174427967546076,-0.00157464320823508,2.01868666431793e-05
2017-01-24,0.00656459363766437,0.00734849050144093,0.0069923058609036,0.00699411469265221,0.00699429992629796,0.00680527559310051,0.00716061272307944,0.00672823301472936,0.00674795094315583,0.00675803213417869,0.00666084524175248,1.9792027252663e-05
2017-01-25,0.00802609054961723,0.00842557072285577,0.00852770702399241,0.00852763681471136,0.00852875208746573,0.00854458758656085,0.00758390639920292,0.00792327051783182,0.00794670542830023,0.00795396352135769,0.00742150921496787,1.93971487285616e-05
2017-01-26,-0.00073538440751364,-0.00164430342008626,-0.00133451655428707,-0.0013351147958609,-0.00133480375647455,-0.00136198627853701,-0.00126062343447231,-0.00100470172522038,-0.00100144815819647,-0.00101123218833332,-0.0009882802204767,1.9792027252663e-05
